artist,categories,date_added,dated,description,dimensions,height,image,location,medium,price,title,url,width
,insunsh,2009-02-27,20th century,black rectangular cloth with fuchsia embroidery at each edge on opposite sides of cloth,22 1/4 x 12 1/2 in. (56.5 x 31.8 cm),31.8,http://pstrial-2019-12-16.toscrape.com/content/12138.jpg,Not on View,Cotton,882.79,Hat,http://pstrial-2019-12-16.toscrape.com/item/12138/Hat?back=155,56.5
,insunsh,2012-03-31,c. 1955,"reverse patchwork of animal designs in blue, yellow, red and orange",16 3/4 x 22 1/8in. (42.5 x 56.2cm),56.2,http://pstrial-2019-12-16.toscrape.com/content/12125.jpg,Not on View,Cotton; needlework,588.62,Front Panel for Blouse,http://pstrial-2019-12-16.toscrape.com/item/12125/Front_Panel_for_Blouse?back=155,42.5
Joel D. Levinson,insunsh,2010-12-17,1977,shoes and small toys,"12 5/16 x 18 1/8 in. (31.27 x 46.04 cm) (image)
15 15/16 x 19 15/16 in. (40.48 x 50.64 cm) (sheet)",46.04,http://pstrial-2019-12-16.toscrape.com/content/11953.jpg,Not on View,Gelatin silver print,260.87,Untitled 52,http://pstrial-2019-12-16.toscrape.com/item/11953/Untitled_52?back=155,31.27
Michael A. Smith,insunsh,2011-08-16,1975,,"7 9/16 x 9 1/2 in. (19.21 x 24.13 cm) (image)
13 x 15 in. (33.02 x 38.1 cm) (mount)",24.13,http://pstrial-2019-12-16.toscrape.com/content/11792.jpg,Not on View,Gelatin silver print,332.4,"Near Blue River, British Columbia",http://pstrial-2019-12-16.toscrape.com/item/11792/Near_Blue_River_British_Columb?back=155,19.21
,insunsh,2012-03-12,3rd-2nd century BCE,Cylindrical vessel with wide band of red background with volutes of white and lavendar-blue in center; top and bottom are banded in black with white lattice dot design,6 1/2 x 4 1/8 in. (16.5 x 10.48 cm),10.48,http://pstrial-2019-12-16.toscrape.com/content/11646.jpg,G204,"Earthenware, pigments",202.78,Jar,http://pstrial-2019-12-16.toscrape.com/item/11646/Jar?back=155,16.5
,insunsh,2016-06-18,late 19th-early 20th century,football-shaped; carved on one side with three standing stylized figures flanked by vertical hatched bands,1 1/2 x 3/4 x 1/2 in. (3.81 x 1.91 x 1.27 cm),,http://pstrial-2019-12-16.toscrape.com/content/11526.jpg,Not on View,Nutshell,828.69,Abia game token,http://pstrial-2019-12-16.toscrape.com/item/11526/Abia_game_token?back=155,
,insunsh,2017-06-27,Date Unknown,"two birds with rusty orange backs with white spots; dark blue face, beak and bib on neck front; breast yellow to orange with white spots; bush at left; tree with pink buds at right","7 5/16 x 12 3/8 in. (18.57 x 31.43 cm) (sight)
14 1/4 x 18 3/4 x 7/16 in. (36.2 x 47.63 x 1.11 cm) (outer frame)",31.43,http://pstrial-2019-12-16.toscrape.com/content/11525.jpg,Not on View,Pigments on paper,855.87,Untitled [two rust birds],http://pstrial-2019-12-16.toscrape.com/item/11525/Untitled_two_rust_birds_?back=155,18.57
Attributed to Jürgen Ovens,insunsh,2011-04-03,17th century,"very sketchy, with long flowing lines; four figures surround and carry body of Jesus at center",8 3/16 x 13 9/16 in. (20.8 x 34.45 cm) (sheet),34.45,http://pstrial-2019-12-16.toscrape.com/content/11379.jpg,Not on View,Pen and black ink on laid paper,177.79,Entombment,http://pstrial-2019-12-16.toscrape.com/item/11379/Entombment?back=155,20.8
Louis-Georges Brillouin,insunsh,2013-09-14,1847,view through arches with square columns at right,"8 9/16 x 5 1/2 in. (21.75 x 13.97 cm) (sheet)
16 1/4 x 10 in. (41.28 x 25.4 cm) (mount)",13.97,http://pstrial-2019-12-16.toscrape.com/content/11376.jpg,Not on View,Graphite and white chalk on gray paper,718.77,"View of the Tabularium, Rome",http://pstrial-2019-12-16.toscrape.com/item/11376/View_of_the_Tabularium_Rome?back=155,21.75
Attributed to Paulus van Vianen,insunsh,2008-03-19,17th century,"young man wearing skirtlike garment kneeling on a sack, kissing the hand of a standing old man with long white hair and beard; architectural elements (column and steps) at left; lightly-penciled trees at right",5 5/8 x 8 1/2 in. (14.29 x 21.59 cm),21.59,http://pstrial-2019-12-16.toscrape.com/content/11349.jpg,Not on View,Pen and brown ink over black chalk on laid paper,346.01,Return of the Prodigal Son,http://pstrial-2019-12-16.toscrape.com/item/11349/Return_of_the_Prodigal_Son?back=155,14.29
,insunsh,2017-06-29,1955-1960,"white plain cotton weave with white supplemental weft and color (tan, purple, pink, green); supplementary weft at borders",33 3/8 x 30 in. (84.76 x 76.2 cm),76.2,http://pstrial-2019-12-16.toscrape.com/content/12934.jpg,Not on View,Cotton; supplementary weft patterning,831.22,Cofradia Tzute,http://pstrial-2019-12-16.toscrape.com/item/12934/Cofradia_Tzute?back=155,84.76
Magdalena Abakanowicz,insunsh,2008-05-02,1976,"Jute is wrapped and formed into a circular form with a hole in the center, resembling a fist",5 x 8 x 6 in. (12.7 x 20.32 x 15.24 cm),,http://pstrial-2019-12-16.toscrape.com/content/12911.jpg,Not on View,Jute; wrapped fibers,275.12,Hand,http://pstrial-2019-12-16.toscrape.com/item/12911/Hand?back=155,
,insunsh,2013-03-19,18th century,"Panel, oblong, of fine linen material embroidered with leafy vine and blue and henna flowers. Linen.",28 1/2 x 20 3/4 in. (72.39 x 52.7 cm),52.7,http://pstrial-2019-12-16.toscrape.com/content/12793.jpg,Not on View,Linen; needlework,140.58,Panel,http://pstrial-2019-12-16.toscrape.com/item/12793/Panel?back=155,72.39
,insunsh,2011-02-19,19th century,"tube-shaped container, slightly smaller in diameter at bottom; tied at top, bottom and side with leather thongs; decorated with repeating geometric patterns in 3 rows on body, in red, green and black",10 3/4 x 3 1/2 x 3 3/8 in. (27.3 x 8.9 x 8.6 cm),,http://pstrial-2019-12-16.toscrape.com/content/12773.jpg,Not on View,"Animal hide, pigment",570.99,Parfleche Container,http://pstrial-2019-12-16.toscrape.com/item/12773/Parfleche_Container?back=155,
Guillaume Coustou the Younger,insunsh,2012-06-04,18th century,,24 5/8 x 15 1/2 x 10 1/2 in. (62.55 x 39.37 x 26.67 cm),,http://pstrial-2019-12-16.toscrape.com/content/12712.jpg,Not on View,Bronze,784.11,The Muses of Music and Poetry,http://pstrial-2019-12-16.toscrape.com/item/12712/The_Muses_of_Music_and_Poetry?back=155,
Solomon Hougham,insunsh,2015-09-10,1805,plain bowl with molded rim and shoulder; baluster handle; cone-shaped clapper,H.5 x Dia.2-1/2 in.,,http://pstrial-2019-12-16.toscrape.com/content/12691.jpg,Not on View,silver,107.05,Bell,http://pstrial-2019-12-16.toscrape.com/item/12691/Bell?back=155,
,insunsh,2014-04-03,19th century,"embroidered border piece, design of flower arrangements in pots; pink, green and yellow on magenta",104 x 3 1/4 in. (264.16 x 8.26 cm),8.26,http://pstrial-2019-12-16.toscrape.com/content/12659.jpg,Not on View,Silk; needlework,420.92,Embroidered Border Piece,http://pstrial-2019-12-16.toscrape.com/item/12659/Embroidered_Border_Piece?back=155,264.16
Gilles Peress,insunsh,2015-05-26,1994,baptism book with bones and flowers,"8 11/16 x 12 3/4 in. (22.07 x 32.39 cm) (image)
10 15/16 x 13 7/8 in. (27.78 x 35.24 cm) (sheet)",32.39,http://pstrial-2019-12-16.toscrape.com/content/12518.jpg,Not on View,Gelatin silver print,842.49,Rwanda,http://pstrial-2019-12-16.toscrape.com/item/12518/Rwanda?back=155,22.07
,insunsh,2015-12-22,c. 1750,trefoil base with scroll and cartouche repoussé decoration; knob baluster shaft; brass ferrule mounts,22 3/4 x 6 1/4 x 6 1/4in. (57.8 x 15.9 x 15.9cm),,http://pstrial-2019-12-16.toscrape.com/content/12423.jpg,Not on View,Copper and brass,568.38,Pricket candlestick; one of a pair,http://pstrial-2019-12-16.toscrape.com/item/12423/Pricket_candlestick_one_of_a_p?back=155,
Gilles Peress,insunsh,2017-09-11,1994,wooden hatchet with bullets and an empty machine gun magazine on the ground,"8 13/16 x 13 in. (22.38 x 33.02 cm) (image)
10 15/16 x 13 7/8 in. (27.78 x 35.24 cm) (sheet)",33.02,http://pstrial-2019-12-16.toscrape.com/content/12392.jpg,Not on View,Gelatin silver print,411.05,Rwanda,http://pstrial-2019-12-16.toscrape.com/item/12392/Rwanda?back=155,22.38
Nakabayashi Chikutō,insunsh,2010-08-10,mid 19th century,"large stepped mountains with boulders, pines, and waterfall at back; small open pavilion on flat topped rock just below waterfall; pathway ascending lower stepped rock formation at center; a few houses on stilts in water at L center, surrounded by pines; two figures cross bridge at LL","55 5/8 × 27 7/8 in. (141.29 × 70.8 cm) (image)
84 1/2 × 35 1/4 in. (214.63 × 89.54 cm) (mount, without roller)",,http://pstrial-2019-12-16.toscrape.com/content/13694.jpg,Not on View,Ink and light colors on silk,754.45,Landscape in the Manner of Dong Yuan,http://pstrial-2019-12-16.toscrape.com/item/13694/Landscape_in_the_Manner_of_Don?back=155,
Tanabe Yōta,insunsh,2012-03-18,1970s-1980s,,53 x 106 x 106 cm,,http://pstrial-2019-12-16.toscrape.com/content/13523.jpg,Not on View,Bamboo (kurochiku),777.2,A Man of Aoshima,http://pstrial-2019-12-16.toscrape.com/item/13523/A_Man_of_Aoshima?back=155,
Yamada Emu,insunsh,2011-05-12,early 21st century,red ceramic sake cup with slightly irregular shape; subtle taper towards bottom,1 3/4 × 2 5/16 in. (4.45 × 5.87 cm),,http://pstrial-2019-12-16.toscrape.com/content/13506.jpg,Not on View,Glazed stoneware,893.17,Sake cup (guinomi),http://pstrial-2019-12-16.toscrape.com/item/13506/Sake_cup_guinomi_?back=155,
Jean-Claude Wicky,insunsh,2010-10-04,1987,"woman seated at L, wearing a skirt, a hat and a woven shawl pinned at her neck; man standing at R, wearing a cap, sweater, rubber boots and patched jacket and pants","18 5/16 x 12 7/8 in. (46.51 x 32.7 cm) (image)
19 9/16 x 15 in. (49.69 x 38.1 cm) (sheet)",32.7,http://pstrial-2019-12-16.toscrape.com/content/13484.jpg,Not on View,Gelatin silver print,409.3,Don Pascual y su esposa,http://pstrial-2019-12-16.toscrape.com/item/13484/Don_Pascual_y_su_esposa?back=155,46.51
Edward Coley Burne-Jones,insunsh,2008-10-07,c. 1880-1890,,9 7/16 x 6 1/4 in. (23.97 x 15.88 cm) (sheet),15.88,http://pstrial-2019-12-16.toscrape.com/content/13472.jpg,Not on View,Charcoal on paper,621.54,"Study of Two Figures, Male and Female (recto) and Study of Two Male Figures (verso), Pages 7 and 8, from a book of studies",http://pstrial-2019-12-16.toscrape.com/item/13472/Study_of_Two_Figures_Male_and_?back=155,23.97
,insunsh,2016-09-18,20th century,Tan cloth with lines and squares in dark brown; seam at center (patterns do not line up); back dyed red,21 1/2 x 25 5/8in. (54.6 x 65.1cm),65.1,http://pstrial-2019-12-16.toscrape.com/content/13454.jpg,Not on View,Raffia; cut pile embroidery,188.45,Panel,http://pstrial-2019-12-16.toscrape.com/item/13454/Panel?back=155,54.6
,insunsh,2017-04-09,20th century,"White cotton fabric stamped and embroidered with flowerlike circles (stamps visible around edges of embroidery and at one end) in red, salmon, yellow, green and blue; 5 flowers embroidered over stamps at one end; small blue bead sewn into one blue circle",68 5/16 x 24 5/16 in. (173.51 x 61.75 cm),61.75,http://pstrial-2019-12-16.toscrape.com/content/13375.jpg,Not on View,Cotton; embroidered,365.04,Length of Embroidered Fabric,http://pstrial-2019-12-16.toscrape.com/item/13375/Length_of_Embroidered_Fabric?back=155,173.51
Nancy Rexroth,insunsh,2013-08-13,1970,blurry interior with peeling wallpaper; Coca-Cola machine in LR corner,"4 1/8 x 4 3/16 in. (10.48 x 10.64 cm) (image)
7 15/16 x 10 in. (20.16 x 25.4 cm) (sheet)",10.64,http://pstrial-2019-12-16.toscrape.com/content/13282.jpg,Not on View,Gelatin silver print,114.56,"Cola Machine, Pomeroy, Ohio",http://pstrial-2019-12-16.toscrape.com/item/13282/Cola_Machine_Pomeroy_Ohio?back=155,10.48
,insunsh,2008-03-26,1821-1850,"embroidered silk, brocaded",30 x 13 1/4 in. (76.2 x 33.7 cm),33.7,http://pstrial-2019-12-16.toscrape.com/content/13146.jpg,Not on View,Silk,622.4,Collar,http://pstrial-2019-12-16.toscrape.com/item/13146/Collar?back=155,76.2
,insunsh,2015-10-30,17th century,"Venetian Glass Decanter, Murano blown greenish white glass, pear-shaped body wityh quilled decorations, knobbed stem, circular foot of clear glass powdered with gold flakes, glass stopper.",H.10-7/8 x Dia.4 in.,,http://pstrial-2019-12-16.toscrape.com/content/13040.jpg,Not on View,glass,755.06,Decanter,http://pstrial-2019-12-16.toscrape.com/item/13040/Decanter?back=155,
Alphonse Legros,insunsh,2012-05-07,19th century,,"8 1/2 x 11 1/4 in. (21.59 x 28.58 cm) (plate)
10 9/16 x 13 1/8 in. (26.83 x 33.34 cm) (sheet)",28.58,http://pstrial-2019-12-16.toscrape.com/content/14155.jpg,Not on View,"Etching, drypoint",694.28,La ferme de l'abbaye,http://pstrial-2019-12-16.toscrape.com/item/14155/La_ferme_de_l_abbaye?back=155,21.59
Wanda Gág,insunsh,2010-07-21,1927,,"4 x 6 3/8 in. (10.16 x 16.19 cm) (image)
7 3/8 x 9 1/2 in. (18.73 x 24.13 cm) (sheet)",16.19,http://pstrial-2019-12-16.toscrape.com/content/14084.jpg,Not on View,Linoleum cut,732.33,Tumble Timbers,http://pstrial-2019-12-16.toscrape.com/item/14084/Tumble_Timbers?back=155,10.16
Max Volkhart,insunsh,2014-03-31,19th century,,12 1/4 x 8 5/8 in. (31.12 x 21.91 cm) (plate),21.91,http://pstrial-2019-12-16.toscrape.com/content/14054.jpg,Not on View,Etching,301.76,Much Ado About Nothing,http://pstrial-2019-12-16.toscrape.com/item/14054/Much_Ado_About_Nothing?back=155,31.12
Conrad Felixmüller,insunsh,2014-02-25,1914,,8 13/16 x 7 in. (22.38 x 17.78 cm) (plate),17.78,http://pstrial-2019-12-16.toscrape.com/content/14050.jpg,Not on View,Etching and drypoint with plate tone,602.69,Smiling Head of a Woman,http://pstrial-2019-12-16.toscrape.com/item/14050/Smiling_Head_of_a_Woman?back=155,22.38
Fusen,insunsh,2014-09-08,18th-19th century,"five parts; designed in gold, silver and red lacquer and gold foil on a gold ground with phoenixes and clouds on waves",3 1/4 × 2 1/8 × 1 in. (8.26 × 5.4 × 2.54 cm),,http://pstrial-2019-12-16.toscrape.com/content/13983.jpg,Not on View,"Lacquer, kinji, silver, red, black hiramakie, takamakie, kirigane, gold foil",430.35,"[Inrō showing a pair of Ho-o birds perched on rocks, clouds, wave pattern]",http://pstrial-2019-12-16.toscrape.com/item/13983/_Inr_showing_a_pair_of_Ho-o_bi?back=155,
Kagami Shukai,insunsh,2008-06-09,early 21st century,"squat, wide mouthed sake cup with tan glaze; incised X pattern on one side with brown and green glazed highlights; green spot inside",2 × 2 5/8 in. (5.08 × 6.67 cm),,http://pstrial-2019-12-16.toscrape.com/content/13914.jpg,Not on View,Stoneware with glaze,68.92,Sake cup (guinomi),http://pstrial-2019-12-16.toscrape.com/item/13914/Sake_cup_guinomi_?back=155,
Yoshida Ayomi (self-published),insunsh,2016-09-17,2012,"slight ripples on water, printed in maroon, yellow, green and blue on bottom half of sheet; mounted on foam core board","31 5/16 x 31 3/8 in. (79.53 x 79.69 cm) (sheet, mount)",79.69,http://pstrial-2019-12-16.toscrape.com/content/13859.jpg,Not on View,Woodblock print; ink and color on paper,133.69,Water 74 S-P.U.B.,http://pstrial-2019-12-16.toscrape.com/item/13859/Water_74_S-P_U_B_?back=155,79.53
Takatori Hassen,insunsh,2009-08-14,before 2010,"tea bowl with very dark brown-black glaze; area of tan, brown, orange, and burgundy glaze on one side; slightly lighter glaze dripping from lip; small area of brown, orange, and burgundy glaze inside",3 1/4 × 4 5/8 in. (8.26 × 11.75 cm),,http://pstrial-2019-12-16.toscrape.com/content/13827.jpg,Not on View,Takatori ware,792.69,Takatori-yaki ware,http://pstrial-2019-12-16.toscrape.com/item/13827/Takatori-yaki_ware?back=155,
Unknown Japanese,insunsh,2009-05-16,19th century,figure with large head and red shirt carrying large inscribed box,2 13/16 × 7/8 × 7/8 in. (7.14 × 2.22 × 2.22 cm),,http://pstrial-2019-12-16.toscrape.com/content/13714.jpg,Not on View,Lacquer on wood,274.62,Tea vendor,http://pstrial-2019-12-16.toscrape.com/item/13714/Tea_vendor?back=155,
Gustave Leheutre,insunsh,2015-10-11,1908,,"9 5/16 x 7 7/16 in. (23.65 x 18.89 cm) (plate)
11 5/16 x 9 3/16 in. (28.73 x 23.34 cm) (sheet)",18.89,http://pstrial-2019-12-16.toscrape.com/content/14725.jpg,Not on View,"Etching, drypoint",432.45,Le chevet de St. Remy à Troyes,http://pstrial-2019-12-16.toscrape.com/item/14725/Le_chevet_de_St_Remy_Troyes?back=155,23.65
"William Unger,After Rembrandt Harmensz. van Rijn",insunsh,2012-03-20,19th century,,5 7/8 x 5 1/8 in. (14.92 x 13.02 cm) (plate),13.02,http://pstrial-2019-12-16.toscrape.com/content/14722.jpg,Not on View,Etching,203.54,A Man Studying,http://pstrial-2019-12-16.toscrape.com/item/14722/A_Man_Studying?back=155,14.92
"Franz Edmund Weirotter,after Jean-Honoré Fragonard",insunsh,2017-03-22,1763-1764,"Loosely copied from bottom half of Fragonards Le Petit Parc, 2nd plate, Suite 5","2 1/8 x 6 3/16 in. (5.4 x 15.72 cm) (plate)
3 1/2 x 7 7/8 in. (8.89 x 20 cm) (sheet)
19 3/4 x 15 3/4 x 1 1/8 in. (50.17 x 40.01 x 2.86 cm) (outer frame)",15.72,http://pstrial-2019-12-16.toscrape.com/content/14709.jpg,Not on View,Etching,38.12,View of the Villa d'Este,http://pstrial-2019-12-16.toscrape.com/item/14709/View_of_the_Villa_d_Este?back=155,5.4
"William Unger,After Rembrandt Harmensz. van Rijn",insunsh,2012-05-26,19th century,,5 13/16 x 4 5/8 in. (14.76 x 11.75 cm) (plate),11.75,http://pstrial-2019-12-16.toscrape.com/content/14672.jpg,Not on View,Etching,551.88,The Bust of a Woman,http://pstrial-2019-12-16.toscrape.com/item/14672/The_Bust_of_a_Woman?back=155,14.76
Gustave Leheutre,insunsh,2008-04-26,19th century,,"9 3/8 x 7 in. (23.81 x 17.78 cm) (plate)
14 3/4 x 10 1/4 in. (37.47 x 26.04 cm) (sheet)",17.78,http://pstrial-2019-12-16.toscrape.com/content/14653.jpg,Not on View,Drypoint,359.72,Le petite place à Pampol,http://pstrial-2019-12-16.toscrape.com/item/14653/Le_petite_place_Pampol?back=155,23.81
Jacques Callot,insunsh,2010-05-21,1633,Plate 4,"3 3/16 x 7 5/16 in. (8.1 x 18.57 cm) (plate)
3 1/2 x 7 5/8 in. (8.89 x 19.37 cm) (sheet)",18.57,http://pstrial-2019-12-16.toscrape.com/content/14601.jpg,Not on View,Etching,111.01,La Maraude,http://pstrial-2019-12-16.toscrape.com/item/14601/La_Maraude?back=155,8.1
Rudolph Grossmann,insunsh,2012-10-21,20th century,,5 1/8 x 6 3/4 in. (13.02 x 17.15 cm) (plate),17.15,http://pstrial-2019-12-16.toscrape.com/content/14392.jpg,Not on View,Drypoint,841.42,Potsdamer Platz,http://pstrial-2019-12-16.toscrape.com/item/14392/Potsdamer_Platz?back=155,13.02
"Felix Hollenberg,Die Graphischen Künste",insunsh,2013-02-24,19th century,,4 11/16 x 9 13/16 in. (11.91 x 24.92 cm) (plate),24.92,http://pstrial-2019-12-16.toscrape.com/content/14346.jpg,Not on View,Etching,694.11,Hayfield With Road,http://pstrial-2019-12-16.toscrape.com/item/14346/Hayfield_With_Road?back=155,11.91
"Jean-Claude Richard, Abbé de Saint-Non,after François Boucher",insunsh,2008-10-23,1758,,6 9/16 x 8 13/16 in. (16.67 x 22.38 cm) (plate),22.38,http://pstrial-2019-12-16.toscrape.com/content/14187.jpg,Not on View,Etching,782.06,Pastoral Scene,http://pstrial-2019-12-16.toscrape.com/item/14187/Pastoral_Scene?back=155,16.67
Gustave Leheutre,insunsh,2009-12-25,1928,,"8 7/8 x 5 1/4 in. (22.54 x 13.34 cm) (plate)
12 x 8 3/4 in. (30.48 x 22.23 cm) (sheet)",13.34,http://pstrial-2019-12-16.toscrape.com/content/14185.jpg,Not on View,"Etching, drypoint",584.37,Le pont des cailles à Troyes,http://pstrial-2019-12-16.toscrape.com/item/14185/Le_pont_des_cailles_Troyes?back=155,22.54
,insunsh,2016-05-15,c. 1780,"Chinese Export Partial Dinner Service, about 1780, porcelain with arms of owner, Duque de Agrada, on all pieces. Made for the Portuguese Market",1 5/8 x 9 3/4 x 9 3/4 in. (4.13 x 24.77 x 24.77 cm),,http://pstrial-2019-12-16.toscrape.com/content/15234.jpg,Not on View,"Porcelain, enamels",126.28,piece from a Chinese Export Partial Dinner Service,http://pstrial-2019-12-16.toscrape.com/item/15234/piece_from_a_Chinese_Export_Pa?back=155,
,insunsh,2015-02-16,20th century,"handpainted designs of samurai, crests, landscape; hanging tabs along one side",310 x 29 1/2 in. (787.4 x 74.9 cm),74.9,http://pstrial-2019-12-16.toscrape.com/content/15189.jpg,Not on View,"Cotton, paste resist, handpainted designs",864.67,Boys' Day banner of samurai,http://pstrial-2019-12-16.toscrape.com/item/15189/Boys_Day_banner_of_samurai?back=155,787.4
,insunsh,2016-11-11,200-700,"Standing Female Figure, orange buff clay, figure has hollow round earplugs, necklace, knee ornements and protruding headdress, Mexican (Michoacan), 200-600 AD",4 1/2 x 1 3/4 x 3/4 in. (11.4 x 4.4 x 1.9 cm),,http://pstrial-2019-12-16.toscrape.com/content/15169.jpg,Not on View,Earthenware,266.78,Standing female figure,http://pstrial-2019-12-16.toscrape.com/item/15169/Standing_female_figure?back=155,
Wanda Gág,insunsh,2012-03-30,1908-1946,,9 3/8 x 11 15/16in. (23.8 x 30.3cm),30.3,http://pstrial-2019-12-16.toscrape.com/content/15065.jpg,Not on View,Watercolor,387.48,Autumn Fires,http://pstrial-2019-12-16.toscrape.com/item/15065/Autumn_Fires?back=155,23.8
,insunsh,2015-09-22,c. 1780,"Chinese Export Partial Dinner Service, about 1780, porcelain with arms of owner, Duque de Agrada, on all pieces. Made for the Portuguese Market",1 x 10 x 10 in. (2.54 x 25.4 x 25.4 cm),,http://pstrial-2019-12-16.toscrape.com/content/14967.jpg,Not on View,"Porcelain, enamels",866.79,Dinner Plate,http://pstrial-2019-12-16.toscrape.com/item/14967/Dinner_Plate?back=155,
,insunsh,2011-05-12,20th century,"woman's skirt length, cotton, indigo dye, African XXc stored in box; stored with 85.125.6,7,8,11",61 x 37 in. (154.9 x 94.0 cm),94.0,http://pstrial-2019-12-16.toscrape.com/content/14952.jpg,Not on View,"Cotton, narrow band, handwoven, indigo dyed",505.64,Woman's Skirt Length,http://pstrial-2019-12-16.toscrape.com/item/14952/Woman_s_Skirt_Length?back=155,154.9
Jantje Visscher,insunsh,2009-06-22,1975,,"28 3/4 x 40 in. (73.03 x 101.6 cm) (image)
17 x 22 5/8 in. (43.18 x 57.47 cm) (image)",101.6,http://pstrial-2019-12-16.toscrape.com/content/14948.jpg,Not on View,"Lithograph in gray ink, etching in black ink on two sheets of paper, with cutting and folding of top sheet",537.01,Folded Paper Print #5,http://pstrial-2019-12-16.toscrape.com/item/14948/Folded_Paper_Print_5?back=155,73.03
William Unger,insunsh,2009-02-16,19th century,,8 7/8 x 6 in. (22.54 x 15.24 cm) (plate),15.24,http://pstrial-2019-12-16.toscrape.com/content/14901.jpg,Not on View,Etching,482.65,Willem van Heythuysen,http://pstrial-2019-12-16.toscrape.com/item/14901/Willem_van_Heythuysen?back=155,22.54
William Unger,insunsh,2012-06-14,19th century,,5 7/16 x 8 3/4 in. (13.81 x 22.23 cm) (plate),22.23,http://pstrial-2019-12-16.toscrape.com/content/14797.jpg,Not on View,Etching,879.27,"Meeting of the Officers, Cluvenier's Doelen",http://pstrial-2019-12-16.toscrape.com/item/14797/Meeting_of_the_Officers_Cluven?back=155,13.81
,insunsh,2015-02-25,c. 1695,"portrait plate of William and Mary inscribed ""WMR""; figures in elaborate clothing wearing crowns; yellow color on crowns and robes",3/4 x 8 1/2 x 8 1/2 in. (1.91 x 21.59 x 21.59 cm),,http://pstrial-2019-12-16.toscrape.com/content/15939.jpg,Not on View,Glazed ceramic,453.26,Plate,http://pstrial-2019-12-16.toscrape.com/item/15939/Plate?back=155,
,insunsh,2009-01-30,c. 1680,dark blue porringer with white spots of various shapes and sizes; foot ring on bottom; roughly triangular shaped handle with scalloped edges; heart shaped cut-out in handle,2 5/8 x 6 11/16 x 5 1/4 in. (6.67 x 16.99 x 13.34 cm),,http://pstrial-2019-12-16.toscrape.com/content/15904.jpg,Not on View,Glazed ceramic,872.58,Porringer,http://pstrial-2019-12-16.toscrape.com/item/15904/Porringer?back=155,
,insunsh,2008-09-03,c. 1760,"silk, white striped with colored and gold flowers",35 1/2 x 18 1/2 in. (90.17 x 46.99 cm),46.99,http://pstrial-2019-12-16.toscrape.com/content/15774.jpg,Not on View,Silk; woven fabric,340.16,Panel,http://pstrial-2019-12-16.toscrape.com/item/15774/Panel?back=155,90.17
,insunsh,2017-10-31,early 20th century,"woman's informal summer robe, silk, blue green with medallion motifs, edged with black and floral trim.",52 1/2 x 39 in. (133.35 x 99.1 cm),99.1,http://pstrial-2019-12-16.toscrape.com/content/15764.jpg,Not on View,Silk,71.17,Robe,http://pstrial-2019-12-16.toscrape.com/item/15764/Robe?back=155,133.35
,insunsh,2015-11-22,c. 1780,"Chinese Export Partial Dinner Service, about 1780, porcelain with arms of owner, Duque de Agrada, on all pieces. Made for the Portuguese Market",1 x 10 x 10 in. (2.54 x 25.4 x 25.4 cm),,http://pstrial-2019-12-16.toscrape.com/content/15634.jpg,Not on View,"Porcelain, enamels",99.0,Dinner Plate,http://pstrial-2019-12-16.toscrape.com/item/15634/Dinner_Plate?back=155,
Joel Warren,insunsh,2013-07-26,1984,,"9 5/8 x 7 11/16 in. (24.45 x 19.53 cm) (image)
13 7/8 x 10 7/8 in. (35.24 x 27.62 cm) (sheet)",19.53,http://pstrial-2019-12-16.toscrape.com/content/15579.jpg,Not on View,Gelatin silver print,368.12,"Washington Square Park Rap Dancers, New York City",http://pstrial-2019-12-16.toscrape.com/item/15579/Washington_Square_Park_Rap_Dan?back=155,24.45
John Vong,insunsh,2015-11-22,c. 1975,,"9 5/8 x 15 3/16 in. (24.45 x 38.58 cm) (image)
16 9/16 x 21 1/16 in. (42.07 x 53.5 cm) (sheet)",38.58,http://pstrial-2019-12-16.toscrape.com/content/15505.jpg,Not on View,Gelatin silver print,57.64,White Walkway,http://pstrial-2019-12-16.toscrape.com/item/15505/White_Walkway?back=155,24.45
,insunsh,2009-07-20,early 18th century,"lampas, green and white in formal leaf and flower design",109 x 21 1/2 in. (276.86 x 54.61 cm),54.61,http://pstrial-2019-12-16.toscrape.com/content/15454.jpg,Not on View,woven fabric,583.04,Panel,http://pstrial-2019-12-16.toscrape.com/item/15454/Panel?back=155,276.86
,insunsh,2008-08-17,c. 1780,"Chinese Export Partial Dinner Service, about 1780, porcelain with arms of owner, Duque de Agrada, on all pieces. Made for the Portuguese Market",1 5/8 x 9 3/4 x 9 3/4 in. (4.13 x 24.77 x 24.77 cm),,http://pstrial-2019-12-16.toscrape.com/content/15381.jpg,Not on View,"Porcelain, enamels",376.31,piece from a Chinese Export Partial Dinner Service,http://pstrial-2019-12-16.toscrape.com/item/15381/piece_from_a_Chinese_Export_Pa?back=155,
Raymond A. Scallen,insunsh,2016-09-23,1907-1976,,"7 1/16 x 9 13/16 in. (17.94 x 24.92 cm) (image)
12 11/16 x 13 7/8 in. (32.23 x 35.24 cm) (mount)",24.92,http://pstrial-2019-12-16.toscrape.com/content/15272.jpg,Not on View,Gelatin silver print,890.59,Sinister Skies,http://pstrial-2019-12-16.toscrape.com/item/15272/Sinister_Skies?back=155,17.94
